iata,icao,name,location,latitude,longitude,website,city,country,country_iso,phone
BED,KBED,Laurence G. Hanscom Field,"Bedford, Massachusetts, United States",42.46317,-71.29119,http://www.massport.com/hanscom-field/?utm_source=hanscomfieldCom&utm_medium=Web&utm_campaign=DomainRedirect,Bedford,United States,US,+1 781-869-8000
BEF,MNBL,Bluefields Airport,"Bluefields, Nicaragua",11.991944,-83.7725,,Bluefields,Nicaragua,NI,
BQN,TJBQ,Rafael Hernández Airport,"Aguadilla, Puerto Rico, United States",18.495396,-67.135574,http://www.prpa.gobierno.pr/,Aguadilla Pueblo,Puerto Rico,PR,+1 787-890-6075
BQQ,SNBX,Barra Airport,"Barra, Bahia, Brazil",57.025356,-7.44946,http://www.hial.co.uk/barra-airport/,Eoligarry,United Kingdom,GB,+44 1871 890212
BQV,,Bartlett Cove Seaplane Base,"Bartlett Cove, Alaska, United States",58.455208,-135.88518,,Gustavus,United States,US,
BRV,EDWB,Bremerhaven Airport,"Bremerhaven, Bremen, Germany",53.538284,8.53969,http://www.wlv-blexen.de/flugplatz/,Nordenham,Germany,DE,+49 4731 37612
BTN,KBBP,Marlboro County Jetport (FAA: BBP),"Bennettsville, South Carolina, United States",34.62085,-79.73278,http://www.marlborocounty.sc.gov/,Bennettsville,United States,US,+1 843-479-4797
BTP,KBTP,Butler County Airport (K.W. Scholter Field),"Butler, Pennsylvania, United States",40.779133,-79.94757,http://butlercountyairport.org/,Butler,United States,US,+1 724-586-6665
BVA,LFOB,Beauvais–Tillé Airport,"Beauvais, Picardy, France",49.454468,2.111511,https://www.aeroportparisbeauvais.com/passagers/,Tillé,France,FR,+33 892 68 20 66
BVB,SBBV,Boa Vista International Airport,"Boa Vista, Roraima, Brazil",2.8419237,-60.69259,http://www.infraero.gov.br/,,Brazil,BR,+55 95 3198-0144
BVE,LFSL,Brive–Souillac Airport,"Brive-la-Gaillarde, Limousin, France",45.04137,1.4902998,http://www.aeroport-brive-vallee-dordogne.fr/,Nespouls,France,FR,+33 5 55 22 40 00
BVR,GVBR,Esperadinha Airport,"Brava, Cape Verde",14.865616,-24.744514,,Brava,Cape Verde,CV,
GAF,DTTF,Gafsa – Ksar International Airport,"Gafsa, Tunisia",34.42745,8.819828,,,Tunisia,TN,+216 76 217 700
JCH,BGCH,Qasigiannguit Heliport,"Qasigiannguit, Greenland",69.24344,-51.056675,http://www.mit.gl/en/todays-flights/airports/ilulissat-airport/,Ilulissat,Greenland,GL,+299 94 41 40
YSG,CYLK,Lutselk'e Airport,"Lutselk'e, Northwest Territories, Canada",62.41686,-110.70585,,Lutselk'e,Canada,CA,
YSE,CYSE,Squamish Airport,"Squamish, British Columbia, Canada",49.782505,-123.15943,https://www.seatoskyair.ca/,Squamish,Canada,CA,
YRT,CYRT,Rankin Inlet Airport,"Rankin Inlet, Nunavut, Canada",62.809654,-92.11113,,Rankin Inlet,Canada,CA,+1 867-645-3403
MIK,EFMI,Mikkeli Airport,"Mikkeli, Finland",61.68603,27.205368,https://www.mikkeli.fi/sisalto/palvelut/elinkeinot/lentoasema,Mikkeli,Finland,FI,+358 15 366427
AAM,FAMD,Mala Mala Airport,"Mala Mala, South Africa",-24.815424,31.543955,,Kruger Park,South Africa,ZA,
BGR,KBGR,Bangor International Airport,"Bangor, Maine, United States",44.806927,-68.82327,http://www.flybangor.com/,Bangor,United States,US,+1 207-992-4600
BWA,VNBW,Gautam Buddha Airport,"Siddharthanagar (Bhairawa), Nepal",27.506992,83.41994,,Siddharthanagar,Nepal,NP,+977 71-526387
BWL,KBKN,Blackwell–Tonkawa Municipal Airport (FAA: BKN),"Blackwell, Oklahoma, United States",36.746056,-97.34883,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=KBKN,Blackwell,United States,US,+1 580-363-4242
BWM,KBPP,Bowman Municipal Airport (FAA: BPP),"Bowman, North Dakota, United States",46.17064,-103.30318,,Bowman,United States,US,+1 701-440-7449
BWW,MUBR,Las Brujas Airport,"Cayo Santa María, Cuba",9.33252,-75.28359,http://www.aeropuertocorozal.co/,,Colombia,CO,+57 5 2499735
BXA,KBXA,George R. Carr Memorial Air Field,"Bogalusa, Louisiana, United States",30.813686,-89.86497,,Bogalusa,United States,US,+1 985-732-4521
BXG,YBDG,Bendigo Airport,"Bendigo, Victoria, Australia",-36.73832,144.32635,http://www.bendigo.vic.gov.au/Business/Bendigo_Airport,Bendigo,Australia,AU,+61 417 448 328
BXH,UAAH,Balkhash Airport,"Balkhash, Kazakhstan",46.89077,75.00336,,Balkhash,Kazakhstan,KZ,+7 708 664 5657
BXI,DIBI,Boundiali Airport,"Boundiali, Ivory Coast",0.0,0.0,,,,,
BXJ,UAAR,Boraldai Airport,"Almaty, Kazakhstan",43.3516,76.8826,,Boralday,Kazakhstan,KZ,
MIM,YMER,Merimbula Airport,"Merimbula, New South Wales, Australia",-36.90988,149.90213,http://www.merimbulaairport.com.au/,Merimbula,Australia,AU,+61 2 6495 4211
MJD,OPMJ,Moenjodaro Airport,"Mohenjo-daro, Pakistan",27.331099,68.13991,http://caapakistan.com.pk/,Mohenjo-daro,Pakistan,PK,
NTQ,RJNW,Noto Airport,"Wajima, Honshu, Japan",37.29526,136.95732,http://www.noto-airport.jp/,Wajima,Japan,JP,+81 768-26-2000
APR,AYPE,April River Airport,"April River, Papua New Guinea",-4.6761656,142.54002,,,Papua New Guinea,PG,
KPF,AYDL,Kondubol Airport,"Kondubol, Papua New Guinea",0.0,0.0,,,,,
MJN,FMNM,Amborovy Airport (Philibert Tsiranana Airport),"Mahajanga, Madagascar",-15.666389,46.350834,,Mahajanga,Madagascar,MG,
MLF,KMLF,Milford Municipal Airport (Ben and Judy Briscoe Field),"Milford, Utah, United States",0.0,0.0,,,,,
MLJ,KMLJ,Baldwin County Airport,"Milledgeville, Georgia, United States",33.153767,-83.240715,https://www.baldwincountyairport.com/,Milledgeville,United States,US,+1 478-453-9358
XKS,CYAQ,Kasabonika Airport,"Kasabonika, Ontario, Canada",53.524723,-88.64278,,,Canada,CA,
BKU,FMSV,Betioky Airport,"Betioky, Madagascar",0.0,0.0,,,,,
BXK,KBXK,Buckeye Municipal Airport,"Buckeye, Arizona, United States",33.42277,-112.68535,http://www.buckeyeaz.gov/residents/buckeye-municipal-airport,Buckeye,United States,US,+1 623-349-6880
BXS,,Borrego Valley Airport (FAA: L08),"Borrego Springs, California, United States",33.258034,-116.32459,http://www.borregospringschamber.com/airport.html,Borrego Springs,United States,US,+1 760-767-7415
BXT,WRLC,PT Badak Bontang Airport,"Bontang, Indonesia",0.121657,117.47658,,,Indonesia,ID,+62 548 552125
BXX,,Borama Airport,"Borama, Somalia",9.942171,43.155945,,Borama,Somalia,SO,
BXY,UAOL,Krayniy Airport,"Baikonur, Kazakhstan",45.621944,63.210835,,,Kazakhstan,KZ,
BYA,,Boundary Airport,"Boundary, Alaska, United States",49.074993,-123.007675,https://www.czbb.com/,Delta,Canada,CA,+1 604-946-5361
BYB,,Dibba Airport,"Dibba Al-Baya, Oman",25.6146,56.2457,,"Dibba, Oman",,AE,
BYD,OYBI,Al Bayda Airport,"Al Bayda, Yemen",13.9369955,45.661633,,,Yemen,YE,
BYF,LFAQ,Albert – Picardie Airport,"Albert, Picardy, France",49.972927,2.6901066,http://www.aeroportalbertpicardie.com/,Méaulte,France,FR,+33 3 22 74 38 10
BYG,KBYG,Johnson County Airport,"Buffalo, Wyoming, United States",38.84863,-94.73779,http://www.jocogov.org/dept/airport-commission/executive-airport,Olathe,United States,US,+1 913-782-5373
BYI,KBYI,Burley Municipal Airport,"Burley, Idaho, United States",42.5398,-113.76861,,Burley,United States,US,+1 208-678-7118
BZT,,Eagle Air Park,"Brazoria, Texas, United States",0.0,0.0,,,,,
BZY,LUBL,Bălți International Airport,"Bălți, Moldova",47.84587,27.777147,,,Moldova,MD,
CAA,MHCA,Catacamas Airport,"Catacamas, Honduras",14.875614,-85.77422,,,Honduras,HN,
KPG,,Kurupung Airport,"Kurupung, Guyana",0.0,0.0,,,,,
KRX,AYKR,Karkar Airport,"Karkar Island, Papua New Guinea",0.0,0.0,,,,,
KUQ,AYKU,Kuri Airport,"Kuri, Papua New Guinea",0.0,0.0,,,,,
FAG,BIFM,Fagurhólsmýri Airport,"Fagurhólsmýri, Iceland",0.0,0.0,,,,,
SWB,,Shaw River Airport,"Shaw River, Western Australia, Australia",-21.509771,119.3626,,Shaw River,Australia,AU,
BKG,KBBG,Branson Airport (FAA: BBG),"Branson, Missouri, United States",36.538544,-93.19907,http://flybranson.com/,Hollister,United States,US,+1 888-359-2541
KHW,FBKR,Khwai River Airport,"Khwai River Lodge, Botswana",-19.149714,23.78879,http://www.thaiflyingclub.com/linkairportriverkwai.html,,Botswana,BW,
BBK,FBKE,Kasane Airport,"Kasane, Botswana",-17.8306,25.16372,http://www.caab.co.bw/caab-content.php?cid=256,Kasane,Botswana,BW,+267 368 8200
BJY,LYBT,Batajnica Air Base,"Batajnica, Serbia",44.935097,20.253248,,,Serbia,RS,
BKI,WBKK,Kota Kinabalu International Airport,"Kota Kinabalu, Sabah, Malaysia",5.923076,116.05102,http://www.malaysiaairports.com.my/index.php/component/content/article/177,Kota Kinabalu,Malaysia,MY,+60 88-325 555
BKL,KBKL,Cleveland Burke Lakefront Airport,"Cleveland, Ohio, United States",41.51157,-81.68992,http://www.burkeairport.com/,Cleveland,United States,US,+1 216-781-6411
BBZ,FLZB,Zambezi Airport,"Zambezi, Zambia",-13.537343,23.109938,,Zambezi,Zambia,ZM,
BJX,MMLO,Del Bajío International Airport (Guanajuato Int'l Airport),"León, Guanajuato, Mexico",20.993517,-101.48057,https://www.aeropuertosgap.com.mx/es/guanajuato.html,Silao,Mexico,MX,+52 472 748 2120
BKN,,Balkanabat Airport,"Balkanabat, Turkmenistan",39.480556,54.36611,,Balkanabat,Turkmenistan,TM,
BMI,KBMI,Central Illinois Regional Airport,"Bloomington, Illinois, United States",40.47621,-88.91548,http://cira.com/,Bloomington,United States,US,+1 309-663-7383
BMO,VYBM,Bhamo Airport,"Bhamo, Myanmar",24.26829,97.24973,,Bhamo,Myanmar (Burma),MM,+95 74 50 269
CAB,FNCA,Cabinda Airport,"Cabinda, Angola",-5.596699,12.188059,http://www.angoxana.com/,Cabinda,Angola,AO,+244 927 745 341
MLK,,Malta Airport (FAA: M75),"Malta, Montana, United States",48.367085,-107.9189,,Malta,United States,US,+1 406-654-1143
MLM,MMMM,General Francisco J. Mujica International Airport,"Morelia, Michoacán, Mexico",19.846464,-101.02814,https://www.aeropuertosgap.com.mx/es/morelia.html,Álvaro Obregón,Mexico,MX,+52 443 313 6780
MLR,YMCT,Millicent Airport,"Millicent, South Australia, Australia",-37.583214,140.36919,,Millicent,Australia,AU,
GUE,,Guriaso Airport,"Guriaso, Papua New Guinea",0.0,0.0,,,,,
MLS,KMLS,Miles City Airport (Frank Wiley Field),"Miles City, Montana, United States",46.4289,-105.88344,http://www.milescitymtairport.com/,Miles City,United States,US,+1 406-234-1296
MMT,KMMT,McEntire Joint National Guard Base,"Columbia, South Carolina, United States",33.940315,-80.80113,http://www.169fw.ang.af.mil/,Hopkins,United States,US,
NNI,FYNA,Namutoni Airport,"Namutoni, Namibia",-18.808754,16.923008,,Namutoni,Namibia,NA,
KWR,,Kwai Harbour Airport,"Kwai Harbour, Solomon Islands",0.0,0.0,,,,,
CAC,SBCA,Cascavel Airport (Adalberto Mendes da Silva Airport),"Cascavel, Paraná, Brazil",-25.001816,-53.50192,http://www.cettrans.com.br/aeroporto.php,,Brazil,BR,+55 45 3228-2499
CAF,SWCA,Carauari Airport,"Carauari, Amazonas, Brazil",-4.8755007,-66.89916,,,Brazil,BR,
YDW,,Obre Lake/North of Sixty Airport (TC: CKV4),"Obre Lake, Northwest Territories, Canada",60.32076,-103.12638,,,Canada,CA,
WHD,,Hyder Seaplane Base (FAA: 4Z7),"Hyder, Alaska, United States",55.904156,-130.01141,,,United States,US,
MNR,FLMG,Mongu Airport,"Mongu, Zambia",-15.254308,23.156813,,Mongu,Zambia,ZM,
MMV,,Mal Island Airport,"Mal Island, Papua New Guinea",0.0,0.0,,,,,
MMW,,Moma Airport,"Moma, Mozambique",66.452065,143.25989,,,Russia,RU,
CAM,SLCA,Camiri Airport,"Camiri, Bolivia",0.0,0.0,,,,,
CAO,KCAO,Clayton Municipal Airpark,"Clayton, New Mexico, United States",36.446453,-103.15569,,Clayton,United States,US,+1 575-374-8331
CAQ,SKCU,Juan H. White Airport,"Caucasia, Colombia",7.96582,-75.199486,,Caucasia,Colombia,CO,+57 8390654
CAR,KCAR,Caribou Municipal Airport,"Caribou, Maine, United States",46.871387,-68.01778,http://www.cariboumaine.org/index.php/living-in-caribou/airport/,Caribou,United States,US,+1 207-493-4237
CAS,GMMC,Anfa Airport,"Casablanca, Morocco",33.556194,-7.6618166,,Casablanca,Morocco,MA,
CAU,SNRU,Caruaru Airport (Oscar Laranjeiras Airport),"Caruaru, Pernambuco, Brazil",-8.282731,-36.012905,,,Brazil,BR,
CAW,SBCP,Bartolomeu Lysandro Airport,"Campos dos Goytacazes, Rio de Janeiro, Brazil",-21.701117,-41.308186,http://www.infraero.gov.br/,,Brazil,BR,+55 22 2733-5022
CBB,SLCB,Jorge Wilstermann International Airport,"Cochabamba, Bolivia",-17.417048,-66.17871,,Cochabamba,Bolivia,BO,+591 4 4120400
CBF,KCBF,Council Bluffs Municipal Airport,"Council Bluffs, Iowa, United States",41.260853,-95.759476,http://www.cbairport.com/,Council Bluffs,United States,US,+1 712-322-2284
CBG,EGSC,Cambridge Airport,"Cambridge, England, United Kingdom",52.20771,0.1703386,http://www.cambridgeairport.com/,,United Kingdom,GB,+44 1223 399855
CBH,DAOR,Boudghene Ben Ali Lotfi Airport,"Béchar, Algeria",31.645279,-2.278066,,Béchar,Algeria,DZ,+213 21 50 91 91
CBK,KCBK,Colby Municipal Airport (Shalz Field),"Colby, Kansas, United States",39.428173,-101.04898,http://www.cityofcolby.com/index.aspx?NID=8,Colby,United States,US,+1 785-460-4438
CBL,SVCB,Tomás de Heres Airport,"Ciudad Bolívar, Venezuela",8.125555,-63.537666,,Ciudad Bolívar,Venezuela,VE,
CBN,WICD,Penggung Airport (Cakrabuwana Airport),"Cirebon, Indonesia",-6.7565756,108.53894,,,Indonesia,ID,+62 231 484085
CBS,SVON,Oro Negro Airport,"Cabimas, Venezuela",10.331286,-71.31934,,,Venezuela,VE,
CCC,MUCC,Jardines del Rey Airport,"Cayo Coco, Cuba",22.461557,-78.32732,http://cuba.drtransfers.com/aeropuerto-cayo-coco/,,Cuba,CU,
CCF,LFMK,Carcassonne Airport,"Carcassonne, Languedoc-Roussillon, France",43.21575,2.3061712,http://www.aeroport-carcassonne.com/,Carcassonne,France,FR,+33 820 67 34 11
CCH,SCCC,Chile Chico Airfield,"Chile Chico, Chile",-47.243847,-72.58842,,Cochrane,Chile,CL,
MNS,FLMA,Mansa Airport,"Mansa, Zambia",-11.138838,28.877884,,Mansa,Zambia,ZM,
CCI,SSCK,Concórdia Airport,"Concórdia, Santa Catarina, Brazil",-27.18074,-52.05164,http://www.flyway.net.br/,,Brazil,BR,+55 49 3442-9509
CCK,YPCC,Cocos (Keeling) Islands Airport,"Cocos (Keeling) Islands, Australia",-12.190961,96.83309,,West Island,Cocos (Keeling) Islands,CC,
YDA,CYDA,Dawson City Airport,"Dawson City, Yukon, Canada",64.04475,-139.12585,http://www.hpw.gov.yk.ca/airports/,Dawson,Canada,CA,+1 867-993-5338
ZQW,EDRZ,Zweibrücken Airport,"Zweibrücken, Rhineland-Palatinate, Germany",49.215343,7.401181,http://www.edrz-airport.de/,Contwig,Germany,DE,+49 6332 4607959
RAB,AYTK,Rabaul Airport (Tokua Airport),"Rabaul, Papua New Guinea",-4.34081,152.37833,,,Papua New Guinea,PG,+675 983 9360
RRS,ENRO,Røros Airport,"Røros, Norway",62.577057,11.353066,http://www.avinor.no/,,Norway,NO,+47 815 30 550
CCM,SBCM,Diomício Freitas Airport,"Criciúma, Santa Catarina, Brazil",-28.722912,-49.422222,https://www.forquilhinha.sc.gov.br/portalcidadao/index/detalhes/codMapaItem/12883/codServico/989,,Brazil,BR,
CCN,OACC,Chaghcharan Airport,"Chaghcharan, Afghanistan",34.52702,65.27532,,,Afghanistan,AF,
CCT,,Colonia Catriel Airport,"Catriel, Río Negro, Argentina",-37.908253,-67.832184,,Catriel,Argentina,AR,
WAN,,Waverney Airport,"Waverney, Queensland, Australia",0.0,0.0,,,,,
WUG,AYWU,Wau Airport,"Wau, Papua New Guinea",7.725794,27.973225,,Wau,South Sudan,SS,+211 915 503 623
BNK,YBNA,Ballina Byron Gateway Airport,"Ballina, New South Wales, Australia",-28.837618,153.55624,http://www.ballinabyronairport.com.au/,Ballina,Australia,AU,+61 2 6681 1858
BNL,KBNL,Barnwell Regional Airport,"Barnwell, South Carolina, United States",33.260143,-81.38078,http://www.barnwellregionalairport.com/,Barnwell,United States,US,+1 803-259-1090
BNN,ENBN,"Brønnøysund Airport, Brønnøy","Brønnøysund, Norway",65.45986,12.209037,https://avinor.no/flyplass/bronnoysund/,,Norway,NO,+47 67 03 33 00
MNA,WAMN,Melangguane Airport,"Melonguane, Indonesia",4.0059175,126.67476,,,Indonesia,ID,
MNI,TRPG,John A. Osborne Airport,British Overseas Territory of Montserrat,16.79143,-62.193333,,,Montserrat,MS,+1 664-491-3434
MLU,KMLU,Monroe Regional Airport,"Monroe, Louisiana, United States",32.51023,-92.043625,http://www.flymonroe.org/,Monroe,United States,US,+1 318-329-2461
YRA,CYRA,Gamètì/Rae Lakes Airport,"Gamèti, Northwest Territories, Canada",64.1168,-117.311646,,Rae Lakes,Canada,CA,
MME,EGNV,Durham Tees Valley Airport,"Teesside, England, United Kingdom",54.51103,-1.4240716,http://www.durhamteesvalleyairport.com/,,United Kingdom,GB,+44 20 7357 6917
ASI,FHAW,RAF Ascension Island (Wideawake Field),"Ascension Island, British Overseas Territoryof Saint Helena, Ascension and Tristan da Cunha",-7.968347,-14.402837,,,"Saint Helena, Ascension and Tristan da Cunha",SH,
BAN,FZVR,Basongo Airport,"Basongo, Democratic Republic of the Congo",0.0,0.0,,,,,
BNI,DNBE,Benin Airport,"Benin City, Nigeria",6.3171797,5.6036534,,Benin City,Nigeria,NG,+234 805 453 8933
BPS,SBPS,Porto Seguro Airport,"Porto Seguro, Bahia, Brazil",-16.439308,-39.081562,http://www.aeroportoseguro.com.br/,,Brazil,BR,+55 73 3288-1880
MMF,FKKF,Mamfe Airport,"Mamfe, Cameroon",0.0,0.0,,,,,
BPX,ZUBD,Qamdo Bamda Airport,"Qamdo, Tibet Autonomous Region, China",30.549778,97.106514,,Qamdo,China,CN,
BQG,UHNB,Bogorodskoye Airport,"Bogorodskoye, Khabarovsk Krai, Russia",0.0,0.0,,,,,
MNN,KMNN,Marion Municipal Airport,"Marion, Ohio, United States",40.49122,-85.67546,http://www.marionairport.net/,Marion,United States,US,+1 765-674-7777
MMH,KMMH,Mammoth Yosemite Airport,"Mammoth Lakes, California, United States",37.624462,-118.83885,http://www.ci.mammoth-lakes.ca.us/index.aspx?nid=97,Mammoth Lakes,United States,US,+1 760-934-3813
MMK,ULMM,Murmansk Airport,"Murmansk, Murmansk Oblast, Russia",68.78449,32.757927,http://www.airport-murmansk.ru/,Murmashi,Russia,RU,+7 815 228-13-31
MMM,YMMU,Middlemount Airport,"Middlemount, Queensland, Australia",-22.800087,148.70518,,Middlemount,Australia,AU,+61 439 155 652
ILF,CZBD,Ilford Airport,"Ilford, Manitoba, Canada",56.051723,-95.61448,,Ilford,Canada,CA,
FIN,AYFI,Finschhafen Airport,"Finschhafen, Papua New Guinea",0.0,0.0,,,,,
MMQ,FLBA,Mbala Airport,"Mbala, Zambia",-8.857662,31.335915,,Mbala,Zambia,ZM,
MMU,KMMU,Morristown Municipal Airport,"Morristown, New Jersey, United States",40.79756,-74.41576,http://www.mmuair.com/,Morristown,United States,US,+1 973-538-3366
MMX,ESMS,Malmö Airport,"Malmö, Sweden",55.535534,13.372383,http://www.swedavia.se/malmo/,,Sweden,SE,+46 10 109 45 00
DSC,FKKS,Dschang Airport,"Dschang, Cameroon",5.448157,10.063836,,Dschang,Cameroon,CM,
LSA,AYKA,Losuia Airport,"Kiriwina Island, Papua New Guinea",-8.506912,151.08151,,,Papua New Guinea,PG,
RBV,AGRM,Ramata Airport,"Ramata Island, Solomon Islands",0.0,0.0,,,,,
PEN,WMKP,Penang International Airport,"Penang, Malaysia",5.2934294,100.271515,http://www.penangairport.com/,Bayan Lepas,Malaysia,MY,+60 4-252 0252
BSK,DAUB,Biskra Airport,"Biskra, Algeria",34.79194,5.7335796,http://www.egsa-constantine.dz/,Biskra,Algeria,DZ,+213 33 54 30 07
MCZ,SBMO,Zumbi dos Palmares International Airport,"Maceió, Alagoas, Brazil",-9.511861,-35.793182,http://www4.infraero.gov.br/,,Brazil,BR,+55 82 3036-5200
EBW,FKKW,Ebolowa Airport,"Ebolowa, Cameroon",0.0,0.0,,,,,
CCU,VECC,Netaji Subhas Chandra Bose International Airport,"Kolkata, West Bengal, India",22.652042,88.44633,https://www.aai.aero/en/airports/kolkata,Kolkata,India,IN,+91 33 2511 8036
MDB,,Melinda Airport,"Melinda, Belize",0.0,0.0,,,,,
CCY,KCCY,Northeast Iowa Regional Airport,"Charles City, Iowa, United States",43.069103,-92.607544,http://northiowaair.com/,Charles City,United States,US,+1 641-228-3553
AOD,,Abou-Deïa Airport,"Abou-Deïa, Chad",9.447327,18.926697,,,Chad,TD,
AZR,DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,"Adrar, Algeria",27.841246,-0.1880881,http://www.egsaoran.com/,Adrar,Algeria,DZ,+213 49 96 93 19
BPC,FKKV,Bamenda Airport,"Bamenda, Cameroon",6.0354786,10.121317,,,Cameroon,CM,
BQS,UHBB,Ignatyevo Airport,"Blagoveshchensk, Amur Oblast, Russia",50.422188,127.40747,http://amurair.ru/,,Russia,RU,+7 416 249-49-49
BQT,UMBB,Brest Airport,"Brest, Belarus",48.44764,-4.4178324,http://www.brest.aeroport.bzh/,Guipavas,France,FR,+33 2 98 32 86 00
BRA,SNBR,Barreiras Airport,"Barreiras, Bahia, Brazil",-12.078983,-45.0102,,,Brazil,BR,+55 77 3611-2361
BRB,SBRR,Barreirinhas Airport,"Barreirinhas, Maranhão, Brazil",-2.7590525,-42.80566,,,Brazil,BR,
BSB,SBBR,Brasília International Airport (Presidente J. Kubitschek Int'l Airport),"Brasília, Distrito Federal, Brazil",-15.869737,-47.917236,http://www.bsb.aero/,,Brazil,BR,+55 61 3364-9000
CDE,ZBCD,Chengde Puning Airport,"Chengde, Hebei, China",40.95294,117.96275,,Chengde,China,CN,
CDH,KCDH,Harrell Field,"Camden, Arkansas, United States",33.622776,-92.763336,https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?category=nasr&airportId=KCDH,Camden,United States,US,+1 870-836-6436
CDK,KCDK,George T. Lewis Airport,"Cedar Key, Florida, United States",29.134295,-83.05079,http://www.cedarkeyairport.org/,Cedar Key,United States,US,+1 352-486-5218
CDN,KCDN,Woodward Field,"Camden, South Carolina, United States",34.28361,-80.56472,http://www.kershaw.sc.gov/Index.aspx?page=90,Camden,United States,US,+1 803-425-5285
MDD,KMDD,Midland Airpark,"Midland, Texas, United States",32.035618,-102.10197,http://www.airnav.com/airport/KMDD,Midland,United States,US,+1 432-685-7000
MDF,KMDZ,Taylor County Airport,"Medford, Wisconsin, United States",37.357067,-85.31341,http://www.taylorcounty.us/countygovernment/airport.html,Campbellsville,United States,US,+1 270-789-4182
GBG,KGBG,Galesburg Municipal Airport,"Galesburg, Illinois, United States",40.93908,-90.43087,,Galesburg,United States,US,+1 309-342-3134
IRA,AGGK,Kirakira Airport (Ngorangora Airstrip),"Kirakira, Makira Island, Solomon Islands",-10.448715,161.89641,,,Solomon Islands,SB,
MDI,DNMK,Makurdi Airport,"Makurdi, Nigeria",7.701083,8.613318,,Makurdi,Nigeria,NG,+234 805 441 1202
MDJ,,Madras Municipal Airport (FAA: S33),"Madras, Oregon, United States",0.0,0.0,,,,,
PEW,OPPS,Bacha Khan International Airport,"Peshawar, Pakistan",33.98982,71.51921,http://www.peshawarairport.com.pk/,Peshawar,Pakistan,PK,+92 91 9211525
PEY,,Penong Airport,"Penong, South Australia, Australia",-31.922579,133.00111,,Penong,Australia,AU,
PEZ,UWPP,Penza Airport (Ternovka Airport),"Penza, Penza Oblast, Russia",53.11832,45.02304,http://airport58.ru/,Penza,Russia,RU,+7 902 262-82-57
PHL,KPHL,Philadelphia International Airport,"Philadelphia, Pennsylvania, United States",39.874397,-75.242424,http://www.phl.org/,Philadelphia,United States,US,+1 215-937-6937
PHN,KPHN,St. Clair County International Airport,"Port Huron, Michigan, United States",42.91044,-82.52809,http://stclaircounty.org/,Smiths Creek,United States,US,+1 810-364-6890
PKE,YPKS,Parkes Airport,"Parkes, New South Wales, Australia",-33.132812,148.2381,,Parkes,Australia,AU,
PKZ,VLPS,Pakse International Airport,"Pakse, Laos",15.135927,105.779564,,Pakse,Laos,LA,
PLA,,Planadas Airport,"Planadas, Colombia",3.2000887,-75.64138,,Planadas,Colombia,CO,
PLF,FTTP,Pala Airport,"Pala, Chad",0.0,0.0,,,,,
PLL,SBMN,Manaus Air Force Base,"Manaus, Amazonas, Brazil",-3.145285,-59.987873,,,Brazil,BR,
CZL,DABC,Mohamed Boudiaf International Airport,"Constantine, Algeria",36.28347,6.622142,http://www.egsa-constantine.dz/,Constantine,Algeria,DZ,+213 31 81 01 03
YRB,CYRB,Resolute Bay Airport,"Resolute, Nunavut, Canada",74.71694,-94.969444,http://www.resolutebayairport.com/,Resolute,Canada,CA,
QBC,CYBD,Bella Coola Airport,"Bella Coola, British Columbia, Canada",52.38782,-126.587906,https://bellacoola.ca/,Hagensborg,Canada,CA,+1 250-982-2225
ACE,GCRR,Lanzarote Airport,"Lanzarote, Canary Islands, Spain",28.950438,-13.605777,http://www.aena-aeropuertos.es/es/aeropuerto-lanzarote/index.html,,Spain,ES,+34 913 21 10 00
CDP,VOCP,Kadapa Airport,"Kadapa, Andhra Pradesh, India",14.518366,78.76803,https://www.aai.aero/en/node/4441,Kadapa,India,IN,+91 85622 00130
CDS,KCDS,Childress Municipal Airport,"Childress, Texas, United States",34.434544,-100.28262,,Childress,United States,US,+1 940-937-8309
CDW,KCDW,Essex County Airport,"Caldwell, New Jersey, United States",40.875565,-74.27827,http://www.flycdw.com/,Fairfield,United States,US,+1 973-575-0952
CEE,ULWC,Cherepovets Airport,"Cherepovets, Vologda Oblast, Russia",59.280373,38.0168,http://severstal-avia.ru/,Botovo,Russia,RU,+7 820 264-64-01
CEF,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,"Springfield, Massachusetts, United States",42.179646,-72.55584,http://www.wmass-arptcef.com/,Chicopee,United States,US,+1 413-593-5543
CEG,EGNR,Hawarden Airport (Chester Airport),"Chester, England, United Kingdom",53.181786,-2.9752994,http://www.hawardenaerodrome.co.uk/,Chester,United Kingdom,GB,+44 1244 538568
CEO,FNWK,Waco Kungo Airport,"Waku-Kungo, Angola",-11.426389,15.101389,,Cela,Angola,AO,+244 927 695 065
CES,YCNK,Cessnock Airport,"Cessnock, New South Wales, Australia",-32.781384,151.34288,,Pokolbin,Australia,AU,
CET,LFOU,Cholet Le Pontreau Airport,"Cholet, Pays de la Loire, France",47.080498,-0.8779454,http://www.cholet.fr/Xdossiers/dossier_277_aerodrome+cholet+pontreau.html,Cholet,France,FR,+33 2 41 62 12 22
